station_id,latitude,longitude,elevation,state,name,additional_info
USW00000102,66.9831,-160.4331,51.2,AK,BOB BARKER MEMORIAL AP,
USW00000103,65.6169,-168.1,7.0,AK,WALES AP,
USW00000111,64.37,-161.2239,7.0,AK,SHAKTOOLIK AP,
USW00000113,66.8181,-161.0219,17.1,AK,ROBERT CURTIS MEMORIAL AP,
USW00000130,28.95,-98.5169,131.1,TX,PLEASANTON MUNI AP,
USW00000132,44.0331,-89.3,262.1,WI,WAUTOMA MUNI AP,
USW00000133,35.6,-92.45,157.3,AR,CLINTON MUNI AP,
USW00000153,37.4,-77.5169,72.2,VA,CHESTERFIELD CO AP,
USW00000154,36.7831,-76.45,7.0,VA,HAMPTON ROADS EXECUTIVE AP,
USW00000157,40.75,-106.2669,2486.3,CO,WALDEN JACKSON COUNTY AP,
USW00000160,40.0331,-105.2169,1612.1,CO,BOULDER MUNI AP,
USW00000166,30.5,-97.9669,375.2,TX,LAGO VISTA RUSTY ALLEN AP,
USW00000176,32.7169,-98.8919,391.1,TX,STEPHENS COUNTY AP,
USW00000209,33.6,-97.7831,336.2,TX,BOWIE MUNI AP,
USW00000225,30.5331,-98.3669,333.1,TX,HORSESHOE BAY RESORT AP,
USW00000229,31.1061,-98.1961,370.0,TX,LAMPASAS AP,
USW00000230,30.395,-97.5669,188.1,TX,AUSTIN EXECUTIVE AP,
USW00000263,29.7239,-98.695,422.1,TX,BOERNE STAGE FIELD AP,
USW00000270,28.2089,-100.0189,236.2,TX,FAITH RCH AP,
USW00000349,32.3311,-102.53,967.1,TX,ANDREWS COUNTY AP,
USW00000351,30.8789,-96.9711,123.1,TX,CAMERON MUNI AP,
USW00000357,31.6661,-98.1489,396.2,TX,HAMILTON MUNI AP,
USW00000362,31.4169,-97.8,276.1,TX,GATESVILLE MUNI AP,
USW00000373,33.6169,-92.7669,40.2,AR,HARRELL FIELD AP,
USW00000393,65.2331,-166.35,89.0,AK,TELLER AP,
USW00000428,34.0997,-93.0661,55.8,AR,DEXTER B FLORENCE MEM FLD AP,
USW00000448,32.9306,-96.4356,175.3,TX,RALPH M HALL ROCKWALL MUNI AP,
USW00000461,31.6411,-96.5144,166.1,TX,MEXIA LIMESTONE COUNTY AP,
USW00000471,29.6342,-104.3614,896.1,TX,PRESIDIO LELY INTL AP,
USW00000477,29.5292,-97.4642,108.2,TX,ROGER M DREYER MEM AP,
USW00000490,66.8881,-157.1625,62.8,AK,SHUNGNAK AP,
USW00003012,36.45,-105.6667,2161.3,NM,TAOS MUNI AP,
USW00003013,38.0717,-102.6875,1124.1,CO,LAMAR MUNI AP,
USW00003016,39.5278,-107.7197,1684.0,CO,RIFLE GARFIELD CO AP,
USW00003017,39.8467,-104.6561,1647.1,CO,DENVER INTL AP,
USW00003024,35.695,-101.3956,926.9,TX,BORGER HUTCHINSON CO AP,
USW00003026,39.2414,-102.2819,1278.3,CO,BURLINGTON CARSON AP,
USW00003029,35.6569,-109.0603,2055.3,AZ,WINDOW ROCK AP,
USW00003030,36.6819,-101.5053,948.8,OK,GUYMON MUNI AP,
USW00003032,30.0481,-102.2128,701.0,TX,DRYDEN TERRELL CO AP,
USW00003035,32.8525,-104.4675,1079.3,NM,ARTESIA MUNI AP,
USW00003044,32.2125,-101.5214,784.3,TX,BIG SPRING WRINKLE AP,
USW00003049,30.3833,-103.6833,1375.6,TX,ALPINE CASPARIS AP,
USW00003050,32.6933,-100.9506,740.7,TX,SNYDER WINSTON FLD AP,
USW00003056,32.6753,-102.6544,1010.4,TX,GAINES CO AP,
USW00003058,31.3825,-103.5108,796.4,TX,PECOS MUNI AP,
USW00003102,34.0531,-117.5769,281.6,CA,ONTARIO INTL AP,
USW00003103,35.1442,-111.6664,2133.3,AZ,FLAGSTAFF AP,
USW00003104,33.6317,-116.1642,-36.0,CA,DESERT RESORTS RGNL AP,
USW00003122,33.8017,-118.3411,27.4,CA,TORRANCE AP,
USW00003144,32.8347,-115.5767,-16.8,CA,IMPERIAL CO AP,
USW00003160,36.6206,-116.0278,984.5,NV,DESERT ROCK AP,
USW00003162,36.9211,-111.4486,1307.0,AZ,PAGE MUNI AP,
USW00003166,33.8717,-117.9855,26.2,CA,FULLERTON MUNI AP,
USW00003167,33.9236,-118.3328,16.8,CA,HAWTHORNE MUNI AP,
USW00003170,39.6014,-116.0056,1809.3,NV,EUREKA AP,
USW00003171,33.9528,-117.4353,257.6,CA,RIVERSIDE MUNI AP,
USW00003177,33.13,-117.2764,95.4,CA,CARLSBAD MCCLELLAN PALOMAR AP,
USW00003179,33.9756,-117.625,193.9,CA,CHINO AP,
USW00003184,33.6903,-112.0661,453.2,AZ,PHOENIX DEER VALLEY MUNI AP,
USW00003192,33.6122,-111.923,436.2,AZ,SCOTTSDALE MUNI AP,
USW00003195,35.9458,-112.1553,1993.4,AZ,GRAND CANYON NP AP,
USW00003196,31.4208,-110.8467,1193.0,AZ,NOGALES INTL AP,
USW00003802,39.3022,-80.2239,367.3,WV,CLARKSBURG BENEDUM AP,
USW00003804,39.3394,-81.4439,245.4,WV,PARKERSBURG AP,
USW00003809,36.0003,-89.4094,91.4,TN,DYERSBURG MUNI AP,
USW00003810,35.7419,-81.3822,356.6,NC,HICKORY FAA AP,
USW00003811,35.5933,-88.9169,129.2,TN,JACKSON MCKELLAR- SIPES AP,
USW00003812,35.4317,-82.5378,645.6,NC,ASHEVILLE AP,
USW00003813,32.6889,-83.6531,104.5,GA,MACON MIDDLE GA RGNL AP,
USW00003814,36.9667,-84.1333,359.1,KY,CORBIN CAA AP,
USW00003817,36.6,-89.9833,92.0,MO,MALDEN FAA AP,
USW00003818,30.8369,-85.1836,32.6,FL,MARIANNA MUNI AP,
USW00003820,33.3653,-81.9636,40.8,GA,AUGUSTA BUSH FLD AP,
USW00003822,32.1314,-81.2022,8.8,GA,SAVANNAH INTL AP,
USW00003838,38.9833,-89.1667,163.1,IL,VANDALIA FAA AP,
USW00003847,35.9508,-85.0814,568.5,TN,CROSSVILLE MEM AP,
USW00003849,37.0894,-84.0689,360.0,KY,LONDON CORBIN AP,
USW00003856,34.6442,-86.7861,189.9,AL,HUNTSVILLE INTNL AP,
USW00003859,37.2978,-81.2036,870.2,WV,BLUEFIELD MERCER CO AP,
USW00003860,38.3653,-82.5547,251.2,WV,HUNTINGTON TRI-STATE AP,
USW00003868,39.4428,-87.3219,172.8,IN,TERRE HAUTE HULMAN RGNL AP,
USW00003872,37.7836,-81.1228,760.2,WV,BECKLEY RALEIGH CO AP,
USW00003878,31.8575,-86.0103,118.6,AL,TROY MUNI AP,
USW00003882,30.2119,-85.6828,12.8,FL,PANAMA CITY BAY CO AP,
USW00003887,39.8308,-88.8719,205.1,IL,DECATUR AP,
USW00003888,33.7775,-84.5247,245.1,GA,ATLANTA FULTON CO AP,
USW00003892,32.6161,-85.4333,236.5,AL,AUBURN OPELIKA AP,
USW00003893,39.1431,-86.6167,253.3,IN,BLOOMINGTON MONROE CO AP,
USW00003894,36.6169,-87.4117,167.6,TN,CLARKSVILLE OUTLAW AP,
USW00003896,33.9667,-86.0833,173.4,AL,GADSDEN MUNI AP,
USW00003901,32.3908,-94.7139,107.3,TX,LONGVIEW E TX RGNL AP,
USW00003918,36.2908,-92.59,219.2,AR,FLIPPIN MARION CO RGNL AP,
USW00003919,38.78,-97.6444,385.0,KS,SALINA MUNI AP,
USW00003927,32.8975,-97.0219,165.8,TX,DAL-FTW WSCMO AP,
USW00003929,38.8439,-94.5603,321.9,MO,KANSAS CITY R GEBAUR AP,
USW00003932,35.3567,-99.2042,584.6,OK,CLINTON-SHERMAN AP,
USW00003935,37.2256,-89.5786,101.8,MO,CAPE GIRARDEAU MUNI AP,
USW00003938,37.75,-92.15,351.1,MO,WAYNESVILLE REGNL AP,
USW00003940,32.3197,-90.0778,90.2,MS,JACKSON INTL AP,
USW00003945,38.8169,-92.2147,272.2,MO,COLUMBIA RGNL AP,GSN
USW00003947,39.2975,-94.7308,307.2,MO,KANSAS CITY INTL AP,
USW00003950,34.5578,-98.4172,326.1,OK,LAWTON MUNI AP,
USW00003953,35.8356,-90.6442,78.9,AR,JONESBORO MUNI AP,
USW00003954,35.5411,-97.6472,390.1,OK,OKLAHOMA CITY WILEY POST AP,
USW00003959,36.7664,-96.0131,210.3,OK,BARTLESVILLE MUNI AP,
USW00003960,38.5639,-90.1486,123.4,IL,CAHOKIA ST LOUIS DWTN AP,
USW00003961,31.6167,-91.2833,82.9,MS,NATCHEZ ADAM CO AP,
USW00003963,38.5944,-92.1567,165.8,MO,JEFFERSON CITY MEM AP,
USW00003965,36.1625,-97.0894,292.9,OK,STILLWATER RGNL AP,
USW00003966,38.6575,-90.6558,139.6,MO,ST LOUIS SPIRIT OF ST LOUIS AP,
USW00003967,38.85,-94.7394,327.4,KS,OLATHE JOHNSON CO EXECUTIVE AP,
USW00003971,32.6781,-96.8678,200.6,TX,DALLAS REDBIRD AP,
USW00003975,36.7697,-90.3225,99.7,MO,POPLAR BLUFF MUNI AP,
USW00003978,36.35,-94.2167,395.0,AR,BENTONVILLE MUNI AP,
USW00003985,32.565,-97.3081,213.4,TX,FORT WORTH SPINKS AP,
USW00003991,33.2089,-97.1992,194.8,TX,DENTON MUNICPAL AP,
USW00003994,38.7119,-93.1747,271.6,MO,SEDALIA MEM AP,
USW00003996,32.3481,-91.03,25.3,LA,TALLULAH VICKSBURG RGNL AP,
USW00003998,37.3281,-95.5044,264.0,KS,PARSONS TRI CITY AP,
USW00003999,30.7406,-98.2353,386.2,TX,BURNET MUNI AP,
USW00004110,42.7272,-114.4547,1226.5,ID,JEROME CO AP,
USW00004113,45.8258,-119.2611,195.1,OR,HERMISTON MUNI AP,
USW00004114,44.5231,-114.2161,1534.1,ID,CHALLIS AP,
USW00004201,45.7692,-122.8636,14.9,OR,SCAPPOOSE IND AP,
USW00004205,48.1606,-122.1589,41.8,WA,ARLINGTON MUNI AP,
USW00004724,43.1083,-78.9381,178.3,NY,NIAGARA FALLS INTL AP,
USW00004726,40.315,-78.8308,694.0,PA,JOHNSTOWN CAMBRIA CO AP,
USW00004742,44.65,-73.4667,71.9,NY,PLATTSBURGH INTL AP,
USW00004751,41.7983,-78.6356,642.2,PA,BRADFORD RGNL AP,
USW00004780,42.555,-71.7569,102.4,MA,FITCHBURG MUNI AP,
USW00004781,40.7939,-73.1019,25.3,NY,ISLIP-LI MACARTHUR AP,
USW00004787,41.1794,-78.8933,550.5,PA,DUBOIS RGNL AP,
USW00004789,41.5092,-74.2644,108.2,NY,MONTGOMERY ORANGE CO AP,
USW00004803,45.6314,-89.4825,502.3,WI,RHINELANDER ONEIDA CO AP,
USW00004804,40.0783,-83.0783,274.9,OH,COLUMBUS OHIO STATE UNIV AP,
USW00004808,41.7714,-88.4814,213.7,IL,CHICAGO AURORA MUNI AP,
USW00004824,44.85,-87.4167,220.7,WI,STURGEON BAY AP,
USW00004825,44.2667,-88.5167,279.5,WI,APPLETON OUTAGAMIE AP,
USW00004827,40.1333,-80.2833,361.2,PA,WASHINGTON CO AP,
USW00004836,47.2853,-68.3072,300.2,ME,FRENCHVILLE NTHRN AROOSTOOK AP,
USW00004838,42.1208,-87.9047,191.7,IL,CHICAGO PALWAUKEE AP,
USW00004839,42.7464,-86.0967,206.3,MI,HOLLAND TULIP CITY AP,
USW00004840,43.7694,-88.4908,242.3,WI,FOND DU LAC CO AP,
USW00004841,43.7747,-87.8492,228.9,WI,SHEBOYGAN CO MEM AP,
USW00004842,40.8733,-81.8886,336.8,OH,WOOSTER WAYNE CO AP,
USW00004843,41.6258,-80.2122,427.6,PA,MEADVILLE PORT MEADVILLE AP,
USW00004845,42.5953,-87.9383,223.4,WI,KENOSHA RGNL AP,
USW00004846,41.4536,-86.9981,234.1,IN,VALPARAISO PORTER CO MUNI AP,
USW00004847,41.8678,-84.0794,244.1,MI,ADRIAN LENAWEE CO AP,
USW00004849,41.3464,-82.1789,241.1,OH,ELYRIA LORAIN CO AP,
USW00004850,40.7081,-84.0214,292.9,OH,LIMA ALLEN CO AP,
USW00004851,41.3358,-84.4286,215.2,OH,DEFIANCE AP,
USW00004853,41.5256,-81.6692,177.4,OH,CLEVELAND BURKE LAKEFRONT AP,
USW00004854,45.0167,-84.6894,406.0,MI,GAYLORD OTSEGO CO AP,
USW00004855,40.6158,-83.0672,300.2,OH,MARION MUNI AP,
USW00004857,41.7794,-80.6969,278.3,OH,ASHTABULA CO AP,
USW00004858,40.0264,-82.4633,267.6,OH,NEWARK HEATH AP,
USW00004864,45.1542,-89.1106,463.9,WI,ANTIGO LANGLADE CO AP,
USW00004869,46.25,-84.4667,243.5,MI,CHIPPEWA INTL AP,
USW00004891,45.1992,-89.7114,401.4,WI,MERRILL MUNI AP,
USW00004895,44.55,-89.5333,338.3,WI,STEVENS POINT MUNI AP,
USW00004901,40.8931,-97.9972,548.3,NE,AURORA MUNI AP,
USW00004902,43.6647,-92.9333,375.8,MN,AUSTIN MUNI AP,
USW00004916,43.2753,-91.7392,352.7,IA,DECORAH MUNI AP,
USW00004927,43.6767,-92.1797,388.9,MN,PRESTONE FILLMORE AP,
USW00004935,40.45,-99.3392,702.3,NE,HOLDREGE BREWSTER FLD AP,
USW00004955,42.6808,-91.9744,328.0,IA,OELWEIN MUNI AP,
USW00004956,44.0769,-91.7081,199.9,MN,WINONA MUNI AP,
USW00004963,43.0192,-91.1236,201.5,WI,PRAIRIE DU CHIEN AP,
USW00004967,44.5892,-92.4847,237.7,MN,RED WING RGNL AP,
USW00004978,44.0178,-92.8314,397.8,MN,DODGE CTR AP,
USW00004998,40.1492,-97.5867,449.0,NE,HEBRON MUNI AP,
USW00012809,27.95,-81.7833,57.0,FL,BARTOW MUNI AP,
USW00012812,26.9183,-81.9939,6.1,FL,PUNTA GORDA CHARLOTTE CO AP,
USW00012815,28.4183,-81.3242,27.1,FL,ORLANDO INTL AP,
USW00012816,29.6917,-82.2761,40.5,FL,GAINESVILLE RGNL AP,
USW00012818,28.4739,-82.4536,19.8,FL,BROOKSVILLE HERNANDO CO AP,
USW00012819,28.8214,-81.8097,20.7,FL,LEESBURG MUNI AP,
USW00012832,29.7269,-85.0247,5.5,FL,APALACHICOLA AP,
USW00012833,29.6333,-83.1053,11.6,FL,CROSS CITY AP,
USW00012834,29.1736,-81.0719,7.9,FL,DAYTONA BEACH INTL AP,
USW00012835,26.585,-81.8614,4.0,FL,FT MYERS PAGE FLD AP,
USW00012836,24.5569,-81.7553,0.3,FL,KEY W INTL AP,GSN
USW00012838,28.0997,-80.6356,6.7,FL,MELBOURNE INTL AP,
USW00012839,25.7881,-80.3169,1.5,FL,MIAMI INTL AP,
USW00012841,28.5467,-81.3356,31.7,FL,ORLANDO EXECUTIVE AP,
USW00012842,27.9633,-82.54,1.8,FL,TAMPA INTL AP,GSN
USW00012843,27.6553,-80.4142,5.8,FL,VERO BEACH INTL AP,
USW00012844,26.685,-80.0992,3.7,FL,W PALM BEACH INTL AP,
USW00012849,26.0789,-80.1622,0.9,FL,FT LAUDERDALE INTL AP,
USW00012854,28.7794,-81.2436,14.9,FL,ORLANDO SANFORD AP,
USW00012871,27.4014,-82.5586,5.2,FL,SARASOTA BRADENTON AP,
USW00012876,28.0614,-81.7569,43.6,FL,WINTER HAVEN GILBERT AP,
USW00012882,25.9103,-80.2828,1.2,FL,MIAMI OPA LOCKA AP,
USW00012883,28.0,-82.05,45.1,FL,LAKELAND LINDER RGNL AP,
USW00012885,26.1992,-80.1778,3.7,FL,FT LAUDERDALE EXECUTIVE AP,
USW00012888,25.6422,-80.4347,1.8,FL,MIAMI KENDALL TAMIAMI EXEC AP,
USW00012894,26.5381,-81.7567,8.2,FL,FT MYERS SW FLORIDA RGNL AP,
USW00012895,27.4981,-80.3764,5.8,FL,FT PIERCE ST LUCIE CO INTL AP,
USW00012896,24.7261,-81.0478,0.9,FL,MARATHON AP,
USW00012897,26.155,-81.7753,2.1,FL,NAPLES MUNI AP,
USW00012907,27.5333,-99.4667,150.6,TX,LAREDO INTL AP,
USW00012912,28.8625,-96.93,33.8,TX,VICTORIA RGNL AP,
USW00012916,29.9975,-90.2778,-0.9,LA,NEW ORLEANS AP,GSN
USW00012917,29.9519,-94.0261,4.0,TX,PORT ARTHUR SE TX RGNL AP,
USW00012918,29.6458,-95.2822,13.1,TX,HOUSTON WILLIAM P HOBBY AP,
USW00012920,27.5333,-99.4667,152.4,TX,LAREDO WB AP,
USW00012921,29.5442,-98.4839,243.5,TX,SAN ANTONIO INTL AP,GSN
USW00012922,28.7833,-97.0833,35.1,TX,VICTORIA WB AP,
USW00012927,29.5664,-90.6603,4.0,LA,HOUMA TERREBONNE AP,
USW00012932,27.7414,-98.025,51.8,TX,ALICE INTL AP,
USW00012935,28.7247,-96.2536,3.0,TX,PALACIOS MUNI AP,
USW00012947,28.4586,-99.2228,143.9,TX,COTULLA LA SALLE CO AP,
USW00012953,29.2661,-96.0075,30.5,TX,WHARTON RGNL AP,
USW00012957,26.1597,-97.3378,5.2,TX,PORT ISABEL CAMERON CO AP,
USW00012959,26.1792,-98.2444,30.2,TX,MCALLEN MILLER INTL AP,
USW00012960,29.9844,-95.3608,27.4,TX,HOUSTON INTERCONTINENTAL AP,
USW00012961,29.9833,-99.0833,492.9,TX,KERRVILLE MUNI AP,
USW00012962,29.36,-99.1742,281.0,TX,HONDO MUNI AP,
USW00012970,29.3389,-98.4719,173.1,TX,SAN ANTONIO STINSON MUNI AP,
USW00012972,28.0836,-97.0467,7.3,TX,ROCKPORT ARANSAS CO AP,
USW00012978,29.9078,-96.95,98.8,TX,FAYETTE RGNL AP,
USW00012979,29.8908,-97.8644,182.0,TX,SAN MARCOS MUNI AP,
USW00012981,28.9731,-95.8633,13.7,TX,BAY CITY MUNI AP,
USW00012985,29.2114,-99.7436,287.1,TX,GARNER FLD AP,
USW00013722,35.8922,-78.7819,120.4,NC,RALEIGH AP,GSN
USW00013723,36.0969,-79.9431,274.9,NC,GREENSBORO AP,
USW00013726,37.0833,-77.95,135.9,VA,BLACKSTONE FAA AP,
USW00013728,36.5728,-79.335,168.2,VA,DANVILLE RGNL AP,
USW00013729,38.89,-79.8556,595.9,WV,ELKINS- RANDOLPH CO AP,
USW00013732,38.0667,-78.15,135.0,VA,GORDONSVILLE FAA AP,
USW00013733,37.3214,-79.2064,274.9,VA,LYNCHBURG RGNL AP,
USW00013735,39.3661,-75.0778,17.7,NJ,MILLVILLE MUNI AP,
USW00013736,39.6497,-79.9206,373.7,WV,MORGANTOWN MUNI AP,
USW00013737,36.9036,-76.1928,3.4,VA,NORFOLK INTL AP,
USW00013739,39.8733,-75.2269,2.1,PA,PHILA INTL AP,
USW00013740,37.5117,-77.3233,50.6,VA,RICHMOND INTL AP,
USW00013741,37.3172,-79.9736,346.9,VA,ROANOKE-BLACKSBURG RGNL AP,
USW00013743,38.8472,-77.0344,4.0,VA,WASHINGTON REAGAN NATL AP,GSN
USW00013744,34.1878,-79.7308,43.0,SC,FLORENCE RGNL AP,
USW00013746,35.9667,-77.8,25.9,NC,ROCKY MT FAA AP,
USW00013747,36.4167,-78.15,132.0,NC,WARRENTON WB AP,
USW00013748,34.2667,-77.9,7.0,NC,WILMINGTON INTL AP,
USW00013764,38.6897,-75.3625,15.2,DE,GEORGETOWN-DELAWARE COASTAL AP,
USW00013766,35.9172,-75.7,4.0,NC,MANTEO AP,
USW00013776,34.6081,-79.0589,36.9,NC,LUMBERTON RGNL AP,
USW00013781,39.6744,-75.6056,22.6,DE,WILMINGTON NEW CASTLE CO AP,
USW00013803,39.2667,-85.9,199.9,IN,COLUMBUS BAKALAR AP,
USW00013827,36.0089,-86.52,165.5,TN,SMYRNA AP,
USW00013833,31.2694,-89.2561,44.8,MS,HATTIESBURG CHAIN MUNI AP,
USW00013837,33.4667,-82.0383,125.0,GA,AUGUSTA DANIEL FLD AP,
USW00013838,30.6147,-88.0631,4.9,AL,MOBILE DWTN AP,
USW00013839,31.3178,-85.4433,112.2,AL,DOTHAN RGNL AP,
USW00013866,38.3794,-81.5911,278.0,WV,CHARLESTON - YEAGER AP,
USW00013868,37.0833,-80.7833,668.1,VA,PULASKI FAA AP,
USW00013869,31.5364,-84.1958,58.2,GA,ALBANY SW GEORGIA RGNL AP,
USW00013870,31.54,-82.5072,58.2,GA,ALMA BACON CO AP,
USW00013871,33.5906,-85.8478,182.0,AL,ANNISTON METRO AP,
USW00013873,33.9478,-83.3272,239.0,GA,ATHENS BEN EPPS AP,
USW00013876,33.5656,-86.745,187.8,AL,BIRMINGHAM AP,
USW00013877,36.4797,-82.3989,456.0,TN,BRISTOL AP,
USW00013878,31.1528,-81.3906,4.3,GA,BRUNSWICK-MCKINNON AP,
USW00013880,32.8994,-80.0408,11.9,SC,CHARLESTON INTL AP,
USW00013881,35.2225,-80.9544,222.5,NC,CHARLOTTE DOUGLAS AP,
USW00013882,35.0336,-85.2003,203.9,TN,CHATTANOOGA AP,GSN
USW00013884,30.7772,-86.5194,46.9,FL,CRESTVIEW FAA/AP,
USW00013885,31.4167,-87.0333,78.0,AL,EVERGREEN FAA AP,
USW00013886,34.8486,-82.35,310.0,SC,GREENVILLE DWTN AP,
USW00013891,35.8181,-83.9858,296.0,TN,KNOXVILLE AP,
USW00013893,35.0564,-89.9864,76.5,TN,MEMPHIS INTL AP,
USW00013895,32.2997,-86.4075,66.1,AL,MONTGOMERY AP,
USW00013896,34.7439,-87.5997,165.8,AL,MUSCLE SHOALS AP,
USW00013897,36.1106,-86.6881,178.9,TN,NASHVILLE INTL AP,
USW00013899,30.4761,-87.1858,36.0,FL,PENSACOLA RGNL AP,
USW00013904,30.1831,-97.68,146.6,TX,AUSTIN BERGSTROM INTL AP,
USW00013905,30.6333,-96.4667,81.1,TX,BRYAN CAA AP,
USW00013922,38.8,-97.65,387.4,KS,SALINA FAA AP,
USW00013925,34.6003,-91.5744,68.3,AR,STUTTGART MUNI AP,
USW00013926,33.0678,-96.0653,163.1,TX,GREENVILLE MUNI AP MAJORS FLD,
USW00013932,37.165,-97.035,351.1,KS,WINFIELD STROTHER FLD AP,
USW00013940,38.35,-98.8667,573.0,KS,GREAT BEND MUNI AP,
USW00013942,32.5156,-92.03,22.3,LA,MONROE RGNL AP,
USW00013959,31.6181,-97.2283,151.8,TX,WACO RGNL AP,
USW00013960,32.8383,-96.8358,147.5,TX,DALLAS FAA AP,
USW00013962,32.4106,-99.6819,544.7,TX,ABILENE RGNL AP,GSN
USW00013963,34.7272,-92.2358,76.5,AR,LITTLE ROCK AP ADAMS FLD,
USW00013964,35.3333,-94.3653,136.6,AR,FT SMITH RGNL AP,GSN
USW00013965,34.3,-97.0167,221.0,OK,ARDMORE FAA AP,
USW00013966,33.9786,-98.493,308.8,TX,WICHITA FALLS MUNI AP,
USW00013968,36.1986,-95.8783,194.8,OK,TULSA INTL AP,
USW00013969,36.7369,-97.1022,304.2,OK,PONCA CITY MUNI AP,
USW00013970,30.5378,-91.1469,20.4,LA,BATON ROUGE METRO AP,
USW00013971,36.2672,-93.1567,417.9,AR,HARRISON BOONE CO AP,
USW00013973,30.5106,-99.7664,521.5,TX,JUNCTION KIMBLE CO AP,
USW00013975,36.2967,-99.7686,666.0,OK,GAGE AP,
USW00013976,30.1986,-91.9894,10.7,LA,LAFAYETTE RGNL AP,
USW00013978,33.4961,-90.0894,42.7,MS,GREENWOOD LEFLORE AP,
USW00013979,32.4,-90.7833,36.9,MS,VICKSBURG CAA AP,
USW00013981,37.6706,-95.4847,298.7,KS,CHANUTE MARTIN JOHNSON AP,
USW00013983,38.9667,-92.3667,237.1,MO,COLUMBIA WSO AP,
USW00013986,38.0683,-97.8608,463.3,KS,HUTCHINSON MUNI AP,
USW00013987,37.1522,-94.4953,296.3,MO,JOPLIN RGNL AP,
USW00013988,39.1278,-94.5892,226.2,MO,KANSAS CITY DWTN AP,
USW00013990,38.4333,-95.8,352.0,KS,LEBO CAA AP,
USW00013993,39.7683,-94.9094,246.0,MO,ST JOSEPH ROSECRANS MEM AP,
USW00013994,38.7525,-90.3733,161.8,MO,ST LOUIS LAMBERT INTL AP,
USW00013997,38.1317,-91.7647,338.3,MO,VICHY ROLLA NATL AP,
USW00014604,46.6833,-68.05,1480.1,ME,PRESQUE ISLE AP,
USW00014605,44.3161,-69.7969,106.4,ME,AUGUSTA STATE AP,
USW00014606,44.7978,-68.8186,44.8,ME,BANGOR INTL AP,
USW00014609,46.1183,-67.7928,146.3,ME,HOULTON AP,
USW00014610,45.6478,-68.6925,122.2,ME,MILLINOCKET MUNI AP,
USW00014615,44.5333,-69.6667,94.5,ME,WATERVILLE LEFLEUR AP,
